No,description,tags
1588,a russell to rahul no run steps to the legside and tries to slog a full ball russell did well to follow him and sneaked past the inside edge a russell to rahul wide huge shout from russell but thats nothing more than a ruse to distract the umpire erasmus has been around the circuit long enough short ball down leg and even though rahuls gloves are close on the attempted pull when the ball passes him theres nothing there a russell to kohli one run continues the trend of bowling it on a short of length and is tucked behind square a russell to kohli no run certainly kohli,sports russell sports cricket umpire ball short pull slog gloves leg-side stayed leg-side close bowling behind attempted full
1589,seemed to indicate so as he crouched belatedly after defending a russell to rahul one run a similar delivery and rahul treats it in a similar manner opens the batface and runs it down to third man a russell to kohli one run nothing has been full so far kohli steers it down to third man m morkel to rahul no run short ball in line with the stumps rahul arches his back a little looking to ramp it over the keeper but fails to make contact m morkel to kohli one run kohli will pick you off his pads all day long,sports business russell ball runs over off short pads keeper line bat-face squarer third back arches opens good length behind full day
1590,m morkel to kohli two run clips it off the hips behind square and takes russell on who was charging in from the boundary beats his throw comfortablya slip in place for kohlivirat kohli right handed bat comes to the crease m morkel to gayle out caught by uthappa what a way to hit back excellent short ball with some good shoulder behind it climbs awkwardly around shoulder height and rushes gayle on the pull hes in no control at all and skies it off a thick top edge some hesitation between the bowler and keeper as to whose catch it is but then morkel backs out well in time ,sports 3m russell gayle c uthappa cricket punjabi people virat kohli robin uthappa morkel virat ball pitch off short catch throw bowler running keeper slip caught catch shoulder beats square charging hit hips hit height good behind
1591,morkel to gayle caught m morkel to gayle six there he goes hurls down the track and morkel must have been unnerved seeing him charge off and running m morkel to gayle no run this seems to be the ploy  short of length around chest height and blockedmorne morkel rightarm fast comes into the attack a russell to gayle one run another short of length delivery trying to tuck the big man up he clips it into the onside and ambles across to keep strike a russell to gayleno run,sports russell cricket afrikaner people white south african people morné morkel morkel gayle over short right-arm drops tuck room on-side chest man height off length
1592, russell to gayle no run oh a ripping deliveryin the channel outside off stump that inbetween length where gayle isnt sure whether to come forward or not hangs on the crease and pokes at it but does well to pull the bat inside after the ball skid on with the angle a russell to gayle no run tries a yorker first up to his compatriot but overdoes it slightly gayle nudges the low full toss towards midon a russell to rahul one run fuller this time looking for more swing ,sports russell square leg0.1 sports cricket teams yorker dismissal crease run ball bat off short crease yorker straight pull defends crease square deep forward first skid hangs length full arm
1593,a russell to rahul no run hits the pitch hard on a back of a length gets it to nibble away slightly and rahul drops it with soft hands in front of backward pointrahul and gayle are at the crease,sports russell united kingdom gayle rahul pitch leg front fine leg slip walk world hard batting back hands hits last hits backward score
1594,jadeja to samson six finishes it by nailing a slogsweep over deep midwicket its been a thumping win for the visitors jadeja to samson two runs this is a spectacular effort from bmac whoa looks even better on replays samson waltzes down the track but mistimes the loft then defying all laws of physics jumps backward catches it with one hand while airborne and backflicks it into the playing area what commitment shivil to duminy two runs,sports raina film english-language films book of judges samson slog whoa darts the loft raina comics win over long-on catches wide fence track mistimes chase deep slog-sweep hand jumps win one playing
1595, flighted googly outside off tries to lift it with the turn but then he ends up slicing it over the point region shivil to samson no run flatter googly outside off dabbed to short third man shivil to duminy one run clips a fullish ball down to longon shivil to duminy four follows it up with an exquisite lofted drive over extracover these three left handers have lit up the night,sports bowling googly samson technologies ball over leg short square leg point drive lofted drive googly square straighter deep third slicing hit timed back drive lift turn hit three backward
1596, cant prevent the single jadeja to samson one  run patted in front of cover for a quick single jadeja to samson,sports short front cover dives turned paddles reverse-sweep third balls quick
1597,jadeja to duminy one  run shapes for the reversesweep premeditatedly but picks the wrong ball ends up having to fetch it from outside leg and can only nudge a single towards point jadeja to samson one  run milks a single down to longoff shivil to duminy no run shimmies out and mistimes a push back to the bowlerjeanpaul duminy left handed bat comes to the crease shivil to de kock out caught by dwayne smith and now its the turn of de kock to throw it away  whatever it is theres a clear misjudgement of length on his part ,sports dwayne smith leg single throw caught mistimes shapes nudge kock reverse-sweep back turn high length full playing
1598, only that this is a mammoth stadium big boundaries caught at deep midwicket around  yards inside the rope de kock c dwayne smith b shivil l to de kock  shivil to samson one run quick short and outside off punched to sweeper cover shivil to de kock one  run thats his problem area too many variations in length this one is a big full toss outside off creamed through the covers shivil to de kock no run flat and down leg de kock paddles it to short fine,sports dwayne smith b shivil sweeper de kock short mid-wicket flat mid-wicket sweeper caught deep mid-wicket kock paddles deep variations one full
1599,shivil to samson one run darts a shortish googly around off hoicked along the turf to deep midwicketshivil kaushik  is back into the attacka very important strategic timeout everything hinges on it with  required from  jadeja to samson one  run slides on with the arm and is nudged through midwicket jadeja to de kock one  run shorter in length and patted off the back foot through the covers jadeja to samson one  run quicker through the air drifting in towards off,sports book of judges samson shivil kaushik vocal music hebrew bible bible off foot drifting googly slides deep turf back turn length
1600,one run quicker and on the pads flicked through midwicketravindra jadeja leftarm orthodox comes into the attack dwayne smith to de kock one  run slower back of a length delivery outside off patted in front of short third man dwayne smith to de kock four brilliantly played oh this man what a delight with that backlift punches a full ball airily over midoff dwayne smith to de kock no run is that a chance smith is on his haunches so if his reaction is any clue but firstly where did that even come from pacy short ball over de kocks right shoulder and he is rushed by it misses with the pull and karthik cant pouch it either for some reason,sports karthik cricket in india cricket indian premier league de kock ravindra jadeja ball over length delivery delivery short front shoulder left-arm third back punches length full
1601,really a regulation take but im not even sure if it took any glove dwayne smith to rishabh pant one  run pulls a short of length delivery off the front foot to deep midwicket dwayne smith to rishabh pant two  runs even yorker length deliveries are being aggressively treated drives it muscularly past a diving midoff but longon runs around and tidies up dwayne smith to de kock one  run slams a yorker outside off squeezed wide of the cover fielder faulkner to rishabh pant six length ball just outside,sports cricket rishabh pant pant yorker delivery ball runs length delivery delivery off long-on short front foot yorker cover wide diving deep regulation squeezed deliveries deliveries pulls length order
1602,faulkner to rishabh pant no run places the square cut straight towards backward point who has to dive forward to prevent an awkward bouncefaulkner to de kock one run another cutter around the offstump de kock tries to work it through the onside but chops it off a thick inside edge onto pad looks up at his partner while the ball is dribbling away in front of the keeperfaulkner to de kock no run an offcutter on a back of a length just outside off de kock drops it with soft hands towards backward point,sports hospitality head de kock cutter ball over off front thick inside edge backward point straight square cut point edge cutter off-cutter call dive line kock on-side square forward strides back hands cutter dribbling length backward
1603,faulkner to rishabh pant one run pant flicks a length ball to deep midwicket and settles with a single despite a misfield faulkner to de kock one  run shortish outside off and theres an opportunity for de kock to free his arms again belts out a latecut to third man it was in the air for a while but dropped well in frontjames faulkner comes into the attackthis match looks completely onesided from here would put a corpse to sleep but hey the glamorous batting on display makes up for it dwayne smith to de kock one  run fullish outside off driven to deep cover dwayne smith to,sports cricket in india cricket de kock rishabh pant william faulkner american literature match ball single dropped flicks late-cut one-sided kock deep third arms settles batting length air
1604,rishabh pant one  run smith experiments with the bouncer a brave thing for his pace and pant is able to pull it off the front foot through square leg dwayne smith to rishabh pant no run length ball around off pant prods forward and blocks dwayne smith to de kock one run this time he waits a tad bit longer and lashes a latecut to third man dwayne smith to de kock no run planted into the blockhole outside off de kock cant make contact twice in a row unusual on the night dwayne smith to de kock no run,sports square leg10.4dwayne smith cricket de kock pant kock bouncer nad al sheba racecourse ball off front foot pull blockhole late-cut kock square forward third windy good length twice
1605,dwayne smith rightarm medium comes into the attack shivil to rishabh pant two  runs pant eases it to sweeper cover and quick running between the wickets help the pair to steal in a couple of runs shivil to rishabh pant no run flatter delivery and on the stumps pant almost yorks himself but manages to keep it out shivil to de kock one run de kock pushdrives it to longon shivil to rishabh pant one  run well again it is that man jadeja who comes up with a supreme effort in the deep ,sports jadeja dwayne smith sweeper cricket in india cricket pant runs delivery mid-wicket right-arm cover mid-wicket sweeper running boundary kock couple quick pair
1606,runs shivil to rishabh pant no run pushed through from shivil defended shivil to rishabh pant four pant is just taking the opposition to the cleaners now flatter delivery and on the stumps pant buries it to the midwicket boundary raina to rishabh pant one  run pushes it down to longon for another easy run raina to rishabh pant six pant is playing a blizzard he reaches his fifty in style he slogs a flatter delivery over the midwicket fence it went a long way back,sports cricket rishabh pant pant over delivery long-on mid-wicket mid-wicket pushed slogs flatter fifty playing
1607,rishabh pant no run pant dances down the pitch but gets a leading edge towards the coverregion raina to rishabh pant four shorter in length pant rocks back and pulls it to the deep midwicket fence he is on a roll today raina to rishabh pant four lovely strike by pant ,sports cricket pant de kock ball mid-wicket mid-wicket edge drive strike deep mid-wicket skips kock deep ground back drive roll pulls
1608,shivil to rishabh pant no run pant guides it to short third man shivil to de kock one  run now de kock plays the reverse sweep doesnt middle it and finds the backward point fielder who fires in a throw at the nonstrikers end but to no avail shivil to de kock no run too straight from shivil tucked into the onside shivil to rishabh pant one  run,sports backward point fielder cricket pant de kock oxenford fielding delivery short fires middle backward point straight throw point umpire reverse kock third backward
1609, shivil to rishabh pant four slightly shorter in length pant looks to reverse sweep and gets it off the glove past the keeper and the ball zooms away to the third man fencewell kaushik had to reload twiceshivil kaushik leftarm chinaman comes into the attack raina to de kock no run karthik has put down a sharp chance there de kock looks to drive but loses his balance and his backheel comes out of the crease but karthik cant collect the ball cleanly and it pops out ,sports karthik cricket de kock rishabh pant kock pant dismissal ball third man off keeper glove left-arm line reverse kock man pops third ground arm
1610,raina to de kock no run de kock manufactures room and mistimes the cut to pointraina to rishabh pant one run pant rolls his wrists on this flatter delivery and tucks it to deep midwicketraina to de kock one run too straight from raina clipped to deep midwicketraina to de kock no run slightly shorter in length de kock mistimes the cut into the offsideraina to de kock no run de kock makes room and drives it to coverthe timeout is in place now ,kock de kock delivery wrists straight drives time-out mistimes room kock deep drives
1611, i can now have a breatherd kulkarni to rishabh pant no run slower ball sliding down leg pant kneels to scoop gets it very fine and the keeper tidies up kulkarni to rishabh pant four very full and it turns out to be yet another of those offpace deliveries pant lifts it to the longon boundary it just zooted away to the fencesd kulkarni to de kock one run whenever i do commentary for a game involving gl baz and jadeja are always on fire in the field ,sports cricket in india cricket indian feudalism kulkarni surnames pant ball runs long-on dives keeper sliding turns kock game commentary one backward full
1612,d kulkarni to de kock four short and subsidized with width de kock makes his own room as well and cracks it over the short third man fielder and into the fence d kulkarni to de kock no run back of a length delivery and angled away de kock camps back and defends d kulkarni to rishabh pantone  run kulkarni uses the slower one pant clips it to midwicketdhawal kulkarni  is back into the attack raina to rishabh pant one  run,man fielder cricket indian feudalism kulkarni surnames pant de kock over third man length delivery delivery short room kock deep man third back pulls length
1613,raina to rishabh pant four this has been a rollicking fiftyrun stand between the pair pant sinks on one knee and slogsweeps it to the deep backward square leg fence raina to de kock one run too straight from raina pushed to longon raina to de kock no run very full and outside off de kock drives it to the left of cover who makes a fine save with a dive raina to rishabh pant three runs pant camps back stays legside of the ball and punches it to deep backward point to collect three runs raina to de kock one  run de kock closes the bat face too early and ekes out a leading edge to baz at extra cover who fumbles a bit and that,sports de kock pant ball bat leg square leg backward point straight point pushed drives edge knee slog-sweeps stand kock square leg-side deep leg-side extra face drives three one backward full
1614,facilitates a single p kumar to de kock one  run width on offer de kock cuts it to jadeja at backward point who makes a sharp save p kumar to rishabh pant one  run from wide of the crease praveen hits a back of a length pant jabs it to deep square leg where ishan again comes into play one  run fuller length delivery and angled in de kock crunches the pickup shot but ishan at deep square leg showcases sharp work p kumar to de kock no run the offcutter from praveen de kock clips it into the,sports praveen de kock kock geography of poland ball length delivery delivery wide off-cutter kock square deep pops pick-up back hits length hits backward
1615,p kumar to de kock wide from round the wicket praveen rolls his fingers on it de kock misses with his nudge and it is signalled as a widep kumar to de kock six praveen yanks his length back a bit de kock again brings out the pickup shot and it clears the fine leg fence with utmost easethe keeper is upto the stumps nowp kumar to de kock no run a tad fuller and praveen pushes it wide of off de kock slaps it to coverpoint but cant bisect the gap,sports de kock praveen kumar praveen karnataka shot leg stumps fine leg wide fence keeper misses bisect nudge kock signalled round pick-up back length fingers
1616,de kock one  run too straight from raina clipped to midwicket raina to de kock two  runs fired in and on the stumps de kock stays slightly legside of the ball and drives it to longoff for a brace raina to rishabh pant leg byes one  run pant takes a step out of the crease and aims to tuck it around the corner and misses the ball rolls across towards the offside and they sneak in a legbye raina to de kock one  run pushed through from raina punched to longoff raina to rishabh pant one  run slightly shorter in length pant cuts it to backward point,sports cricket sports scoring crease rishabh pant leg bye bye de kock pant dismissal ball leg crease punched straight pushed drives fired crease tuck kock leg-side leg-side drives backward
1617,raina to de kock one  run flatter delivery from round the wicket de kock pushdrives it to longoffsuresh raina rightarm off break comes into the attack d kulkarni to rishabh pant two  runs fuller length delivery from kulkarni pant whips it to deep midwicket where kishan tidies up d kulkarni to rishabh pant four well it is raining fours at the moment a touch of width on offer pant cracks the punch to the deep backward point fence he nailed that one d kulkarni to rishabh pant four,bangladesh cricket in india cricket pant kulkarni length delivery delivery off right-arm backward point point drives timing kock raining deep round punch drives fours length backward
1618,d kulkarni to rishabh pant four fuller length delivery and on the stumps pant uses the pickup shot and it races away to the deep midwicket boundaryd kulkarni to rishabh pant no run good length delivery and outside off pant drives it on the up to jadeja at backward point who dives to his left and saves a few runs for his team streak applauds in the dugoutd kulkarni to rishabh pant no run fuller length delivery and outside off left alone to the keeper ,ball fast shot runs length delivery delivery mid-wicket right-arm mid-wicket drives dives deep mid-wicket gap deep pick-up close drives good length called backward
1619,  one  run length delivery and a wee bit of shape away from pant he plonks his front foot and gets a leading edge to shortcover who tidies up p kumar to de kock one  run length delivery and angled away de kock tucks it to short midwicket p kumar to de kock four sliding down leg de kock cracks the short arm pull to the deep,sports fielder de kock kock geography of poland length delivery delivery off long-on short front foot pull edge sliding kock mid-on start uncanny pulls length arm
1620,p kumar to de kock no run well a rush of blood for de kock he survives though good length delivery and it bounces awkwardly de kock attempts to slap it on the up and is beatenp kumar to de kock no run length delivery and on the stumps defendedde kock and rishabh pant are at the crease de kock is on strike p kumar will open the attackgls players are in a customary huddle ,sports ipl de kock ball players length delivery delivery leg single square leg slip kock bounces square rush huddle. game length last attempts new ball
1621,dinesh karthiks wellconstructed fifty has lifted gls sagging spirits we bat till seven and we are hopeful of chasing this one the young players have stepped up the overseas players have stepped up too we are led well by zaheer says a delighted duminysuresh raina and ravindra jadeja too played decent hands earlier the pair of nadeem and zaheer khan bowled with guile and discipline to make vital incisions ,sports incisions dinesh karthik quinton de kock zaheer khan pant de kock ravindra jadeja suresh raina nadeem khan indian premier league pitch players bat chasing middle kock first fifty played partnership pair good play
1622, shami to jadeja out ishan kishan run out  one run completed and a wicket off the final ball to cap off the innings sums up how well delhi have bowled and fielded jadeja clipped this one to deep square and there was never a two there billings is onto it quickly and he sends in a flat accurate throw to qdk who catches ishan kishan short ishan kishan,sports delhi zaheer khan ishan kishan dinesh karthik chris morris amit mishra cricket in india ishan kishan cricket sport in india wicket ball shot off catches throw track skills chase square batsmanship deep turning turn footwork run two one side length cap
1623,run out shami to jadejarun shami to ishan kishan one  run slower one arrowing down leg kishan shuffles and drags the pull wide of fine leg shami to jadeja one  run hits the back of a length region and keeps it around middle and leg jadeja tucks behind square leg and all he could manage is a single shami to ishan kishan one  run full toss drifting towards leg kishan flicks through midwicket and offers strike to jaddu shami to jadeja leg byes one  run back of a length tucks jaddu for room jadeja misses the clip and is hit on,sports ishan kishan cricket scoring sports ishan kishan leg bye bye leg mid-wicket middle square leg pull mid-wicket drifting wide strike flicks shuffles misses square hit region back hit hits one length behind hits full
1624,shami to jadeja six thats smacked into mars full and in the slot jadeja clears his front leg and cashes on it lofting it with neat extension of the arms over longonishan kishan left handed bat comes to the creasec morris to faulkner out bowled morris gets his man dipping full toss homing in on legstump missed the yorker but the delivery was good enough to beat faulkners attempted scoop he walked too far across and lost the sight of the ball c morris to faulkner thats out,sports lions faulkner over delivery leg front yorker square walked thigh lofting arms smacked lost balls sight good attempted full
1625,c morris to faulkner two runs low full toss and faulkner swipes to deep midwicket c morris to jadeja one run another one on the pads jadeja whips wristily to the same region again c morris to jadeja two  runs low full toss on the pads jadeja halfturns and clips it through midwicketround the wicket to jadduc morris to faulkner one  run touch fuller outside off faulkner makes room and drives it wide of extra cover  morris to faulkner two  runs full and fired at the stumps,wicket drives wide fired room deep swipes extra region half-turns drives one full
1626,shami to faulkner one  run too full just outside off faulkner knocks it to longon and keeps the strike shami to jadeja one  runks good length and straight jadeja opens his stance and looks to smack one through the legside gets an inside edge onto the pad which dribbles behind square on the offside shami to faulkner one  run low full toss at the stumps ,sports faulkner william faulkner american literature fiction literature long-on edge pad overs square dribbles knocks ground back one good length behind full
1627,shami to d karthik out bowled knocked him over dk shows his cards early by backing away a tad too early shami fires it on a length and aims for the top of off dk fails to slice the drive and his off pole takes the beatingshami to d karthik thats outbowledshami to d karthik four fifty for dk  gritty knock another short one from shami and dk is upto the task shuffles a tad and murders the pull behind squareshami to d karthik no run shami ups his pace and bowls a bumper karthik swivels and fails to make contact on his attempted pull,sports indian films off short fires pull drive pace shuffles knocked fifty drive one length behind attempted
1628, zaheer to jadeja two runs  might have got a hand on that but he was never catching that one zaheer to jadeja no run denies pace again keeps it straight on the stumps and jadeja is forced to push that back zaheer to jadeja wide sprayed full and down leg zaheer to jadeja no run angles this,sports mohammed shami delivery front stumps straight pace mistimed slog deep catching denies hand swooping back high full
1629, four short and ample width on offer orthodox stuff from jaddu who makes room and steers it late behind backward point zaheer to jadeja four full and in the slot jadeja biffs it down the pitch past the nonstriker crunchedzaheer to jadeja two  runs slower short ball outside off,sports indian society india jaddu kapu jadeja ball pitch third man off short pull beaten wide room stuff man third dragging cramps back late run orthodox fielding excellent behind backward full half
1630,went hard and ended up mistiming it towards the bowler who misfields in his followthrough s nadeem to jadeja one  run this full ball dips in around middle jadeja flicks to deep midwicket and runs but karthik did not ground the bat inside the crease while trying to return for the second and the umpire calls oneshort s nadeem to jadeja four  ks full outside off and jadeja has thrashed that wide of longoff beating pants desperate dive just stayed solid inside the crease and threw everything on the drive s nadeem to d karthik one run,sports sports cricket teams crease dismissal wicket ball bat off mid-wicket crease mid-wicket bowler wide umpire flicks deep mid-wicket misfields crease beating stayed deep second hard ground return thrashed mistiming one allows full
1631,s nadeem to d karthik two  runs sinks to one knee and sweeps a straighter one to deep square leg s nadeem to d karthik two  runs ks on middle dk waltzes down the pitch and lifts it inside out over extra cover welltimedshahbaz nadeem  is back into the attack shami to jadeja no run perhaps the slower one angled across wide of off jadeja looks to steer but is late on that certainly didnt pick the variation shami to jadeja no run,sports square leg15.1s nadeem shahbaz nadeem nadeem genealogy gender pitch over short crease wide sweeps crease knee square rise straighter deep extra fifty back late one
1632, jadeja pushdrives towards short extra cover he aint getting any single there shami to d karthik one  run ks length just outside off karthik opens his bat face to dab it towards backward point easy single shami to d karthik two  runs full and straight karthik clips along the ground through midwicket and calls for two immediately jaddu responds,sports karthik jadeja lunar dynasty bat delivery short mid-wicket single middle pull mid-wicket extra ground timed face two length backward full
1633, shami is back for his second burstzaheer to jadeja no run shortish and outside off punched towards point zaheer to jadeja no run good length and good lines from zak jadeja could only push that meekly towards cover zaheer to jadeja no run back of a length just outside off jadeja mistimes the punch back to the bowler zaheer to d karthik one  run,sports cricket forms of cricket mohammed shami pitch punched strategic time-out wide mistimes line second back punch jumps good length
1634, adjusts and crouches low to slice this full delivery to third manzaheer to d karthik no run good length around off pushed back to the bowler zaheer to d karthik four short and dk says thank you he is looking dangerous with every passing delivery swivelling and hooking the cap off that delivery slotted through short fine raced awayzak is bowling from round the wicket duminy to d karthik one  run slightly legsidish and karthik is content with a single behind square nudged duminy to d karthik no run uses his feet and extends his arms on the drive but is hit,sports karthik indian films delivery off short single pushed leg-sidish round third arms back hooking slotted bowling dangerous good length behind feet full cap
1635, duminy to d karthik no run prodding forward and smothering the spin duminy to d karthik four dropped it a smidgen short and dk is onto it like a flash stepping back and crunching a cut through cover dont bother running duminy to d karthik no run angled away just outside off with a little bit of turn karthik drives but is beaten for the angle duminy to jadeja one  run quicker on legstump stroked to longonjeanpaul duminy  is back into the attack,sports karthik paul duminy indian films flash short dropped drives beaten forward stroked back drives stepping
1636,zaheer to jadeja one  run pings a short one at the ribcage jadeja swivels and pulls to deep midwicket zaheer to jadeja no run direct hit and dk was gone jaddu tucks this delivery towards short square and dk is halfway down the pitch sans consulting his partner sent back and duminys throw misses the stumps thus dear readers he is home zaheer to d karthik three  runs walks down the pitch and takes it on the halfvolley timed the flick off his legs but there is protection in the deep and hence dk settles for a wellrun three zaheer to d karthik no run ks slower delivery that deceives dk ,sports pitch delivery off short throw pull misses flick square half-way deep hit settles timed back hit well-run pulls one
1637,legside zaheer to d karthik no run comes round the wicket this time drags his length back and hurls it around fifth stump channel karthik rises on his toes to plonk that into the offside zaheer to d karthik two runs fullish and straight keeps a bit low dk presents the full face of the bat as he drives one wide of extra coverzaheer khan  is back into the attackravindra jadeja left handed bat comes to the crease mishra to raina out stumped he has done him in the flight raina is stumped and the umpires are checking for a possible no ball ,sports karthik sports teams cricket equipment stump dismissal wicket bat full face drives stump wide stumping round extra fifth back face toes drives one length full umpires round the wicket
1638, mishra to raina stumped mishra to d karthik one  run flighted delivery just outside off karthik finds the gap through extra cover with a neat drive mishra to d karthik four excellent use of the feet dances down takes it on the full and bludgeons it to the longoff fence ,sports karthik raina i raina delivery cover giant screen flighted spin googly fired misses boot line skips gap stand kock extra back screen excellent behind full
1639,mishra to d karthik two  runs sliding in at his toes dk clips through midwicket for another double mishra to d karthik two  runs neatly done by dk saunters down the pitch and chips straight down the ground for a jogged twomishra to raina one  run skips out then holds back seeing the fullish length and pushes with a closed bat to longon duminy to d karthik two runs a drag down karthik gets good bounce to thrash this in front of square ,sports karthik pitch bat mid-wicket front straight mid-wicket bounce boundary bounce sliding skips deep ground back cut good length
1640,duminy to raina no run skidding in on middle and leg raina shuffles but could push it only to the left of the bowler duminy to raina two  runs arcs his front leg out of the way and punches this to longon puts on the wheels and robs a single duminy to d karthik one  run more like it quicker on the pads to cut any room and karthik makes peace with a clip round the corner duminy to d karthik two runs spare him the spank hes rusty looped high and its a full toss on legstump,sports karthik ball leg short wrists single front middle quicker pads shuffles room round high skidding looped full
1641,mishra to d karthik one run drifts this in flatter karthik winds across and clips through midwicketmishra to raina one run another wrong un but raina is ready for them all tonight an easy tuck wide of longonmishra to d karthik one run pings,sports russell karthik paul duminy gujarat ball off right-arm fires throw wide slip flicks tuck stand square deep winds interrupts
1642,mishra to raina one run dabs this googly to pointmishra to raina no run too full to sweep actually is cramped mistimes it off the inside half and the backward square leg interceptsmishra to d karthik one run straightens wide of off karthik reaches out and flashes it to pointc morris to d karthik one run morris carries joburg with him gets good height on this back of a length delivery sliding across turns around but is not quick enough fends takes his bottom hand off gets it off the glove and gets a single to fine leg,sports karthik indian films ball length delivery delivery off leg square leg stumps wide googly mistimes straightens sliding turns square carries hand back punch quick high-batted height good length backward full half
1643,c morris to rainaone run full on the pads you do that when rainas pulling you tickled to deep midwicket for a joggy singlec morris to raina four tests raina with a short ball again from over the wicket angled across him and raina did well to time his swivel powered his pull to fetch it from outside off and turned with it to place it wide of backward square leg top shotstill a slipc morris to d karthik one run width on offer karthik cuts  more like a mistimed one to third manc morris to d karthik four the abshot,sports karthik ball over off short mid-wicket single pull mid-wicket wide deep mid-wicket mistimed glove turned square deep third tests top angled backward full
1644, preempts the shuffle walks across the stumps and takes this full ball on the halfvolley scooped wide of the fine leg in place to shoplift this boundaryc morris to raina one run back of a length within the stumps raina halfturns on the tuck through midwicketc morris to raina wide big appeal a very big one there was a noise morris thought that it was strangled down leg replays show it was the pad curls down leg this one pitches and swings late to beat rainas flick and take the padchris morris ,sports cricket sports cricket equipment cricket pitch stump raina ball leg stumps fine leg wide flick tuck crowd back half-turns late scooped length full
1645,mishra to raina one run slides on with the angle and might have been the googly raina waits for it to get past him and extends his bat to push it to short third manmishra to d karthikone run plonks his front leg further ahead this time had the room made and middles the defensive drive to longoffmishra to d karthik no run delicious flight karthik was making room was on the front foot too and mistimes the drive short of covermishra to d karthik no run drifts in on middle and skids on karthik hurries to defend this backmishra to raina one run flatter and stays low raina hunches lower to clip it to midwicket,sports karthik indian films bat leg short front foot middle skids drive defensive mistimes slides room defend third hurries drive
1646,mishra to d karthik one run just a hint of turn from middle the slow pace allowed it to do so good that theres a slip karthik covers for the turn too much and skews it off the inside half to midonamit mishra rightarm leg break comes into the attackshami to d karthik one run shortens the length back to arrest the shimmy and karthik makeshifts with a tuck to midon end of a frugal powerplay shami to d karthik no run gets his elbows higher as he allows this fullish ball to slide in the bat face closes on impact and its a push to midon,sports karthik indian films ball bat runs off leg right-arm pace tuck covers back face turn elbows length allowed allows half impact
1647,shami to d karthik no run commits on the front foot defendpunches this on the up to midoff and doesnt bother with a singleshami to raina leg byes one run back of a length delivery skidding on raina is late on the tuck and is hit high on the thigh going over comfortably and the appeal dies downshami to raina six thats been bullied raina was up for it he always is the short ball shami pounds in a bumper raina backs away a touch to make room puts on the jet pack to jump higher and cut uppishly over third man all the waystill a slip thank you zaheershami to raina no run backs away early exposes the stumps and interrupts in time to punch this to cover,sports raina over length delivery delivery leg short front stumps mid-off appeal tuck third hit back hit exposes high late skidding defend-punches length interrupts
1648, no singlemohammed shami rightarm fast medium comes into the attackthis has been a redemption powerplay for delhi always on the receiving side not tonightc morris to d karthik no run length ball slides on quickly karthik almost has to shave this off his padswith a closing stance and tmorris to d karthik no run biffs this into the pitch karthik is too committed to go further back and gets his hands higher c morris to d karthik no run theres the backbenderfrom morris and from karthik ,sports delhi square leg4.5c morris karthik indian films ball fast off right-arm slides square hit powerplay back hit hands length
1649,c morris to raina one run gets the shorter length plays the onelegged pull and gets a single to fine legc morris to raina no run dabbed with an open bat and runs billings intercepts at point has a strike at the stumps but misses karthik might have been short therec morris to raina two runs full and outside off wristed through midwicket for a bracechris morris  is back into the attackdinesh karthik right handed bat comes to the crease,sports karthik cricket dinesh karthik wicket bat short mid-wicket single stumps pull mid-wicket pace strike one-legged wristed back full
1650,s nadeem to finchout caught by rishabh pant this is harakiri another one perishes drifting down leg finch looks to sweep gets a topedge that carries only as far as short fine leg just a few steps back to take this the ball bounced a touch more to trap finch there  nadeem to finch thats out caughts nadeem to finch fours nadeem to finch no run slows it down finch stands still and punches it back downs nadeem to raina one run carries on with the angle raina hops back to make his tuck less cramped,ball short sweep. wide caught top-edge top-edge flat-bats stands bounced carries back one trap handle
1651,nadeem to finch one run slung across the batsman down leg finch turns around tickles and gets a singles nadeem to finch wide gets it to dip outside the tramline given as a widesuresh raina left handed bat comes to the creases nadeem to dwayne smith out caught by c morris wait what delhi have made up for half their sins  started timidly with the ball but not today not the greatest of deliveries to get the second wicket slightly shortish in length to tempt smith into the mow over longon skids on quickly and smith ended up mistiming it high to the man in the deep just,sports delhi dwayne smith cricket kashmiri people suresh raina ball over off long-on skids batsman caught turns tuck man second slung deliveries deliveries mistiming high length half
1652,swung his bat was early and paid the price off the toeends nadeem to dwayne smith thats out caughtshahbaz nadeem  is back into the attacki swear to the gods old and the new that i was fearing for bmac tonight there he goes making the psychic in me all the more strongerzaheer to finch no run hurries this on from legstump finch is already closing himself on the tuck but is late given the skid struck on the thigh tries to sneak a leg bye but cantaaron finch right handed bat comes to the creasezaheer to brendon mccullum out,sports shahbaz nadeem brendon mccullum dwayne smith cricket brendon mccullum shahbaz nadeem aaron finch off leg tuck hurries back bye late leg bye
1653,bowled zaheer strikes the binary strikes gets it on a length rolls his fingers over without robbing much of the pace and deceives mccullum hes early into his blindfolded slog across the line misses and the leds light up didnt think it stayed low more the finger roll that did brendon mccullum zaheer to dwayne smith one run the legstumpish line helps this time similar length smith places it finer this time and steals a single to backward square legzaheer to dwayne smith no run,sports brendon mccullum brendon mccullum b zaheer dwayne smith cricket brendon mccullum mccullum over single bounce pace bounce misses slog line square stayed back roll finer finger leg-stumpish length backward steals light fingers
